key,Region of 8,Forest,Pasture,Cropland,Other Not Arable,Grassland,Shrubland,Total Land Use Change,Land Use Gains,Land Use Losses,Land Use Percent Category,Land Use Category,Land Use Change Type,Emission Type,Maximum Emission Model,Minimum Emission Model,Emission Trajectory,Maximum Range between Models,Range Category,Basin Emission,Regional Emissions,Percent Emissions,Emission Category
25161,XLM,-0.32,0,0.33,0.01,-0.02,0,0.34,0,0,Less than 2.5% Change,No Change,No Change,All Emissions,HWSD,SG17,StepDown,0.61,Less than 1 Mt,8.42,33.48,25.2,Between 15% and 50%
25166,XLM,0.05,-0.03,0,0,-0.02,0,0.05,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.00,Less than 1 Mt,-0.03,33.48,-0.1,Between -5% and  5%
25168,XLM,-1.1,-0.18,1.36,0,-0.07,0,1.36,1,1,Less than 2.5% Change,One to One,Cropland from Forest,All Emissions,SG17,HWSD,Decrease,0.45,Less than 1 Mt,2.13,33.48,6.4,Between 5% and 15%
26157,XLM,-0.28,-2.44,3.03,0.04,-0.16,-0.2,3.08,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,HWSD,FAO,StepDown,2.82,1 Mt - Less than 12 Mt,3.16,75.32,4.4,Between -5% and  5%
26168,XLM,-0.72,-0.4,1.99,-0.08,-0.65,-0.14,1.99,1,0,Less than 2.5% Change,No Change,No Change,All Emissions,SG17,SG20,Decrease,9.66,1 Mt - Less than 12 Mt,55.16,75.32,73.1,Greater than 50%
26169,XLM,-0.4,-0.71,2.18,0,-0.79,-0.29,2.18,1,0,Less than 2.5% Change,No Change,No Change,All Emissions,SG17,FAO,Decrease,4.87,1 Mt - Less than 12 Mt,6.81,75.32,8.9,Between 5% and 15%
26180,XLM,-0.15,0.19,1.35,-0.67,-0.44,-0.28,1.54,1,0,Less than 2.5% Change,No Change,No Change,Complex,SG17,Houghton,Increase,2.21,1 Mt - Less than 12 Mt,0.15,75.32,0.2,Between -5% and  5%
26195,XLM,0,-0.85,2.12,0.01,-1.28,0,2.13,1,1,Less than 2.5% Change,One to One,Cropland from Grassland,No Change,NA,NA,Steady,0.49,Less than 1 Mt,0.08,75.32,0.1,Between -5% and  5%
26200,XLM,0,-0.71,1.64,-0.26,-0.05,-0.62,1.64,1,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,1.54,1 Mt - Less than 12 Mt,0.33,75.32,0.4,Between -5% and  5%
26206,XLM,-0.75,-2.26,4.61,0,-1.32,-0.29,4.62,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Grassland and Pasture Lost",All Emissions,Houghton,FAO,Decrease,24.59,12 Mt - Less than 25 Mt,9.61,75.32,12.8,Between 5% and 15%
26207,XLM,-0.01,-0.21,0.31,0.02,-0.03,-0.08,0.33,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.20,Less than 1 Mt,0.02,75.32,0,Between -5% and  5%
26212,XLM,0,-0.01,0.03,-0.02,0,0,0.03,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.00,Less than 1 Mt,0.00,75.32,0,Between -5% and  5%
26213,XLM,-0.12,-0.34,0.98,0,-0.51,0,0.98,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.01,Less than 1 Mt,0.00,75.32,0,Between -5% and  5%
26215,XLM,0.02,0.08,0.02,0,-0.12,0,0.12,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.02,Less than 1 Mt,0.01,75.32,0,Between -5% and  5%
27052,XAS,0,2.17,-1.3,0.01,-0.43,-0.45,2.18,1,1,Less than 2.5% Change,One to One,"Pasture Gained, Cropland Lost",All Emissions,Houghton,FAO,Spike,1.82,1 Mt - Less than 12 Mt,0.50,24.5,1.9,Between -5% and  5%
27058,XAS,-0.02,2.35,-1.59,-0.06,-0.36,-0.32,2.35,1,1,Less than 2.5% Change,One to One,"Pasture Gained, Cropland Lost",Complex,Houghton,SG17,Spike,2.74,1 Mt - Less than 12 Mt,0.47,24.5,1.8,Between -5% and  5%
27089,XAS,0,3.58,-2.07,0.07,-0.4,-1.18,3.65,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Pasture Gained, Cropland and Shrubland Lost",All Emissions,Houghton,FAO,Spike,2.51,1 Mt - Less than 12 Mt,0.64,24.5,2.3,Between -5% and  5%
27090,XAS,0,2.2,-1.29,-0.1,-0.22,-0.6,2.2,1,1,Less than 2.5% Change,One to One,"Pasture Gained, Cropland Lost",All Emissions,Houghton,SG20,Spike,1.48,1 Mt - Less than 12 Mt,0.30,24.5,1.1,Between -5% and  5%
27097,XAS,0,2.24,-0.56,0,-0.05,-1.63,2.24,1,1,Less than 2.5% Change,One to One,"Pasture Gained, Shrubland Lost",All Emissions,Houghton,SG17,Spike,7.40,1 Mt - Less than 12 Mt,1.50,24.5,5.4,Between 5% and 15%
27102,XAS,0,2.62,-0.44,0,0,-2.18,2.62,1,1,2.5% to 7.5% Change,One to One,"Pasture Gained, Shrubland Lost",All Emissions,Houghton,SG20,Spike,0.99,Less than 1 Mt,0.17,24.5,0.6,Between -5% and  5%
27110,XAS,0.1,-1.07,3.13,0.1,-1.57,-0.69,3.33,1,1,2.5% to 7.5% Change,One to One,Cropland from Grassland,All Emissions,SG17,HWSD,StepDown,8.07,1 Mt - Less than 12 Mt,15.03,24.5,62.7,Greater than 50%
27116,XAS,-1.46,-0.26,2.82,0.11,-1.21,0,2.93,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,SG20,Increase,0.19,Less than 1 Mt,3.21,24.5,14.1,Between 5% and 15%
27154,XAS,-10,-1.86,13.18,0.05,-1.37,0,13.23,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,FAO,HWSD,Decrease,9.93,1 Mt - Less than 12 Mt,2.69,24.5,10.2,Between 5% and 15%
28065,XAS,0.64,0.13,1.8,0.14,-0.6,-2.11,2.71,1,1,2.5% to 7.5% Change,One to One,"Cropland Gained, Shrubland Lost",All Emissions,FAO,HWSD,Decrease,4.69,1 Mt - Less than 12 Mt,2.19,2.19,100,Greater than 50%
29037,XAS,-5.35,-0.01,5.31,0.02,0.03,0,5.36,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,All Emissions,FAO,SG20,Decrease,0.92,Less than 1 Mt,0.39,287.84,0.1,Between -5% and  5%
29065,XAS,-5.54,-0.07,6.78,0.09,-1.26,0,6.87,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",Complex,FAO,HWSD,Complex,10.49,1 Mt - Less than 12 Mt,2.78,287.84,0.8,Between -5% and  5%
29066,XAS,-12.72,-0.02,13.91,0.02,-1.19,0,13.93,1,1,Greater than 7.5% Change,One to One,Cropland from Forest,Complex,SG17,HWSD,Complex,9.40,1 Mt - Less than 12 Mt,2.36,287.84,0.7,Between -5% and  5%
29108,XAS,-1.94,-0.05,6.14,0.04,-3.97,-0.23,6.19,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",No Change,NA,NA,Steady,0.07,Less than 1 Mt,0.39,287.84,0.1,Between -5% and  5%
29109,XAS,-3.67,-0.12,8.63,0.11,-4.59,-0.36,8.74,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Grassland and Pasture Lost",All Emissions,SG17,SG20,Decrease,1.84,1 Mt - Less than 12 Mt,3.16,287.84,1,Between -5% and  5%
29110,XAS,-9.17,0,9.58,0,0,-0.41,9.58,1,1,Greater than 7.5% Change,One to One,Cropland from Forest,No Change,NA,NA,Steady,0.30,Less than 1 Mt,0.16,287.84,0.1,Between -5% and  5%
29112,XAS,-6.09,-0.24,8.13,0.02,-1.12,-0.7,8.15,1,1,Greater than 7.5% Change,One to One,Cropland from Forest,All Emissions,SG17,FAO,Decrease,0.18,Less than 1 Mt,0.10,287.84,0,Between -5% and  5%
29116,XAS,-6.48,-0.02,7.22,0.01,-0.74,0,7.24,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,All Emissions,SG17,Houghton,PeakSteady,2.38,1 Mt - Less than 12 Mt,7.85,287.84,2.8,Between -5% and  5%
29119,XAS,-9.13,-0.99,11.09,0.14,-1.1,0,11.23,1,1,Greater than 7.5% Change,One to One,Cropland from Forest,All Emissions,SG17,HWSD,Decrease,30.52,25 Mt - Less than 50 Mt,29.07,287.84,9.9,Between 5% and 15%
29125,XAS,-6.09,-0.44,8.22,0.06,-1.69,-0.06,8.28,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,HWSD,Decrease,21.53,12 Mt - Less than 25 Mt,36.43,287.84,12.3,Between 5% and 15%
29126,XAS,-5.15,-0.21,7.44,0.08,-1.99,-0.16,7.52,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,HWSD,StepDown,9.73,1 Mt - Less than 12 Mt,13.42,287.84,4.6,Between -5% and  5%
29127,XAS,-2.52,-0.01,3.55,0.01,-1.06,0.04,3.6,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,All Emissions,SG17,HWSD,StepDown,1.42,1 Mt - Less than 12 Mt,4.73,287.84,1.6,Between -5% and  5%
29137,XAS,-4.27,-0.04,5.67,0.02,-1.32,-0.06,5.69,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,HWSD,Decrease,23.67,12 Mt - Less than 25 Mt,33.55,287.84,11.6,Between 5% and 15%
29138,XAS,-5.4,-0.08,7.2,0.05,-1.76,-0.01,7.25,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,HWSD,StepDown,1.97,1 Mt - Less than 12 Mt,8.96,287.84,3.2,Between -5% and  5%
29139,XAS,-4.74,-0.06,5.51,0.17,-0.77,-0.11,5.68,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,FAO,HWSD,StepDown,10.40,1 Mt - Less than 12 Mt,39.82,287.84,14.1,Between 5% and 15%
29146,XAS,-4.37,-0.08,7.12,0.1,-2.69,-0.08,7.22,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,HWSD,StepDown,4.31,1 Mt - Less than 12 Mt,2.08,287.84,0.6,Between -5% and  5%
29148,XAS,-6.29,-0.19,7.94,0.08,-1.4,-0.13,8.02,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,HWSD,StepDown,1.78,1 Mt - Less than 12 Mt,3.18,287.84,1.1,Between -5% and  5%
29159,XAS,-3.45,-0.03,3.63,0.05,-0.2,0,3.68,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,All Emissions,SG17,SG20,Increase,6.73,1 Mt - Less than 12 Mt,65.36,287.84,23.7,Between 15% and 50%
29165,XAS,-6.4,-0.01,6.41,0,0,0,6.41,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,No Change,NA,NA,Steady,0.71,Less than 1 Mt,0.90,287.84,0.3,Between -5% and  5%
29167,XAS,-2.84,-0.03,7.03,0.01,-4.15,0,7.03,1,2,2.5% to 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG17,SG20,Decrease,3.02,1 Mt - Less than 12 Mt,1.27,287.84,0.4,Between -5% and  5%
29173,XAS,-1.44,0,2.39,0.01,-0.95,0,2.4,1,1,Less than 2.5% Change,One to One,Cropland from Forest,All Emissions,FAO,Houghton,Decrease,15.00,12 Mt - Less than 25 Mt,18.33,287.84,6.2,Between 5% and 15%
29175,XAS,-30.11,-7.07,45.56,1.11,-9.49,0,46.67,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,Houghton,SG17,Complex,15.29,12 Mt - Less than 25 Mt,0.90,287.84,0.4,Between -5% and  5%
29176,XAS,0.34,0.01,0.93,0,-1.28,0,1.28,0,1,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.12,Less than 1 Mt,-0.01,287.84,0,Between -5% and  5%
29178,XAS,-2.65,-0.01,3.47,0,-0.81,0,3.47,1,1,2.5% to 7.5% Change,One to One,Cropland from Forest,All Emissions,FAO,Houghton,Decrease,7.62,1 Mt - Less than 12 Mt,5.49,287.84,1.8,Between -5% and  5%
29181,XAS,-7.18,-0.02,8.87,0,-1.68,0,8.87,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Forest and Grassland Loss",All Emissions,SG20,Houghton,Decrease,12.04,12 Mt - Less than 25 Mt,6.96,287.84,2.2,Between -5% and  5%
29185,XAS,0.11,-0.57,1.07,0.03,-0.64,0,1.21,1,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.70,Less than 1 Mt,0.21,287.84,0.1,Between -5% and  5%
31169,XLM,0.5,0.09,0.18,0.03,-0.79,-0.01,0.81,0,0,Less than 2.5% Change,No Change,No Change,All Sequestration,HWSD,SG17,Increase,1.40,1 Mt - Less than 12 Mt,-0.46,19.52,-1.4,Between -5% and  5%
31200,XLM,0,0.29,0.02,-0.02,-0.28,0,0.31,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.68,Less than 1 Mt,0.02,19.52,0.3,Between -5% and  5%
31203,XLM,-0.44,-2.07,10.55,-0.36,-2,-5.68,10.55,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,SG17,SG20,Increase,5.02,1 Mt - Less than 12 Mt,1.50,19.52,7.5,Between 5% and 15%
31205,XLM,-0.04,2.58,1.03,-0.12,-0.87,-2.58,3.62,1,1,2.5% to 7.5% Change,One to One,"Pasture Gained, Shrubland Lost",Complex,Houghton,FAO,Complex,9.98,1 Mt - Less than 12 Mt,-0.23,19.52,-2.1,Between -5% and  5%
31206,XLM,-1.05,-2.22,9.15,0,-4.63,-1.25,9.15,1,4,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,All Emissions,Houghton,SG20,Decrease,47.41,25 Mt - Less than 50 Mt,15.54,19.52,74.8,Greater than 50%
31207,XLM,0,0.1,0,-0.09,0,0,0.1,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.13,Less than 1 Mt,-0.01,19.52,0,Between -5% and  5%
31209,XLM,-0.02,-9.94,16.85,0,-5.25,-1.64,16.85,1,3,Greater than 7.5% Change,"One Gain, Three or More Losses",Cropland Gains,Complex,Houghton,SG20,Complex,10.10,1 Mt - Less than 12 Mt,1.33,19.52,3.1,Between -5% and  5%
31210,XLM,0,-4.9,17.12,0,-11.71,-0.5,17.12,1,2,Greater than 7.5% Change,"One Gain, Two Losses","Cropland Gained, Grassland and Pasture Lost",Complex,Houghton,FAO,Complex,25.05,25 Mt - Less than 50 Mt,0.38,19.52,-0.3,Between -5% and  5%
31212,XLM,-0.05,-0.21,1.59,-0.07,-0.51,-0.74,1.59,1,0,Less than 2.5% Change,No Change,No Change,All Emissions,SG17,SG20,Decrease,13.18,12 Mt - Less than 25 Mt,2.15,19.52,9.7,Between 5% and 15%
31213,XLM,0.12,-0.17,1.04,0,-0.92,-0.19,1.16,1,0,Less than 2.5% Change,No Change,No Change,All Emissions,SG17,HWSD,Decrease,3.35,1 Mt - Less than 12 Mt,1.12,19.52,6.2,Between 5% and 15%
31214,XLM,0.01,0.03,0.07,0,-0.12,0.01,0.12,0,0,Less than 2.5% Change,No Change,No Change,No Change,NA,NA,Steady,0.41,Less than 1 Mt,-0.04,19.52,0,Between -5% and  5%
31215,XLM,0.02,0.39,0.05,0.01,-0.45,-0.02,0.47,0,0,Less than 2.5% Change,No Change,No Change,Complex,Houghton,HWSD,Complex,28.72,25 Mt - Less than 50 Mt,-1.79,19.52,2.3,Between -5% and  5%
32143,XLM,-0.83,-1.52,1.78,0.06,0.48,0.02,2.35,1,1,Less than 2.5% Change,One to One,Cropland From Pasture,All Emissions,HWSD,SG17,Increase,1.20,1 Mt - Less than 12 Mt,6.23,55.88,11,Between 5% and 15%
32156,XLM,-0.51,-0.93,0.82,0,0.61,0,1.43,0,0,Less than 2.5% Change,No Change,No Change,All Emissions,SG17,HWSD,Increase,0.74,Less than 1 Mt,26.91,55.88,48.7,Between 15% and 50%
32157,XLM,-0.61,-0.43,1.34,0.02,-0.21,-0.12,1.36,1,0,Less than 2.5% Change,No Change,No Change,All Emissions,FAO,SG20,PeakSteady,0.29,Less than 1 Mt,5.17,55.88,9.4,Between 5% and 15%
32166,XLM,-0.96,-2.85,2.81,0.06,1,-0.06,3.88,1,1,2.5% to 7.5% Change,One to One,Cropland From Pasture,All Emissions,SG17,SG20,Decrease,2.68,1 Mt - Less than 12 Mt,9.60,55.88,16.4,Between 15% and 50%
32168,XLM,-0.35,-0.08,0.36,0,0.06,0,0.43,0,0,Less than 2.5% Change,No Change,No Change,All Emissions,SG17,FAO,Increase,0.65,Less than 1 Mt,7.97,55.88,14.4,Between 5% and 15%
